"Sales Date","Deposit Date","Store ID","Retek Code",Brand,"Bank Drop ID","Tender Amount","BankDrop Amount","Deposit Amount","Tender Difference[Tender-Deposit]","Pending Difference","Reconcilied Difference",Status,"Reconciliation Status"
29-04-2024,29-04-2024,7523,37523,"AS PRIME",,.00,.00,17040.00,-17040.00,-17040.00,,"Not Matched",Pending
29-04-2024,29-04-2024,7517,67517,"PE BLUE",,.00,.00,17560.00,-17560.00,-17560.00,,"Not Matched",Pending
29-04-2024,29-04-2024,7524,37524,"AS PRIME",,.00,.00,4550.00,-4550.00,-4550.00,,"Not Matched",Pending
29-04-2024,29-04-2024,7298,67298,"PE BLUE",,.00,.00,57000.00,-57000.00,-57000.00,,"Not Matched",Pending
29-04-2024,29-04-2024,7522,67522,"PE BLUE",,.00,.00,2240.00,-2240.00,-2240.00,,"Not Matched",Pending
29-04-2024,29-04-2024,7586,17586,"LP ALL STAR",,.00,.00,3000.00,-3000.00,-3000.00,,"Not Matched",Pending
29-04-2024,29-04-2024,7597,37597,"ALLEN SOLLY",,.00,.00,41300.00,-41300.00,-41300.00,,"Not Matched",Pending
29-04-2024,29-04-2024,7596,37596,"ALLEN SOLLY",,.00,.00,5220.00,-5220.00,-5220.00,,"Not Matched",Pending
29-04-2024,29-04-2024,7603,27603,"VAN HEUSEN",,.00,.00,63840.00,-63840.00,-63840.00,,"Not Matched",Pending
29-04-2024,29-04-2024,7604,37604,"AS PRIME",,.00,.00,1000.00,-1000.00,-1000.00,,"Not Matched",Pending
29-04-2024,29-04-2024,7607,67607,"PE BLUE",,.00,.00,49700.00,-49700.00,-49700.00,,"Not Matched",Pending
29-04-2024,29-04-2024,7598,27598,"VH GOLD",,.00,.00,12890.00,-12890.00,-12890.00,,"Not Matched",Pending
29-04-2024,29-04-2024,7615,17615,"LP ALL STAR",,.00,.00,2740.00,-2740.00,-2740.00,,"Not Matched",Pending
29-04-2024,29-04-2024,7615,17615,"LP ALL STAR",,.00,.00,9340.00,-9340.00,-9340.00,,"Not Matched",Pending
29-04-2024,29-04-2024,7622,37622,"AS PRIME",,.00,.00,11406.00,-11406.00,-11406.00,,"Not Matched",Pending
29-04-2024,29-04-2024,7622,37622,"AS PRIME",,.00,.00,13687.00,-13687.00,-13687.00,,"Not Matched",Pending
29-04-2024,29-04-2024,7618,37618,"AS PRIME",,.00,.00,55850.00,-55850.00,-55850.00,,"Not Matched",Pending
29-04-2024,29-04-2024,7539,37539,"ALLEN SOLLY",,.00,.00,22730.00,-22730.00,-22730.00,,"Not Matched",Pending
29-04-2024,29-04-2024,7542,67542,"PE BLUE",,.00,.00,5700.00,-5700.00,-5700.00,,"Not Matched",Pending
29-04-2024,30-04-2024,7557,27557,"VAN HEUSEN",2755700502,3774.00,3500.00,3500.00,274.00,274.00,,"Not Matched",Pending
29-04-2024,29-04-2024,7548,67548,"PE RED",,.00,.00,7180.00,-7180.00,-7180.00,,"Not Matched",Pending
29-04-2024,29-04-2024,7552,27552,"VAN HEUSEN",,.00,.00,67450.00,-67450.00,-67450.00,,"Not Matched",Pending
29-04-2024,29-04-2024,7556,27556,"VAN HEUSEN",,.00,.00,38160.00,-38160.00,-38160.00,,"Not Matched",Pending
29-04-2024,29-04-2024,7560,37560,"ALLEN SOLLY",,.00,.00,7150.00,-7150.00,-7150.00,,"Not Matched",Pending
29-04-2024,29-04-2024,7560,37560,"ALLEN SOLLY",,.00,.00,5780.00,-5780.00,-5780.00,,"Not Matched",Pending
29-04-2024,29-04-2024,7572,67572,"PE BLUE",6757200337,1799.00,16650.00,16650.00,-14851.00,-14851.00,,"Not Matched",Pending
29-04-2024,29-04-2024,7720,37720,"ALLEN SOLLY",,.00,.00,3150.00,-3150.00,-3150.00,,"Not Matched",Pending
29-04-2024,29-04-2024,7719,27719,"VH GOLD",,.00,.00,19800.00,-19800.00,-19800.00,,"Not Matched",Pending
29-04-2024,29-04-2024,7714,67714,"PE RED",,.00,.00,5600.00,-5600.00,-5600.00,,"Not Matched",Pending
29-04-2024,29-04-2024,7715,67715,"PE BLUE",,.00,.00,3500.00,-3500.00,-3500.00,,"Not Matched",Pending
29-04-2024,29-04-2024,7711,67711,"PE BLUE",,.00,.00,29719.00,-29719.00,-29719.00,,"Not Matched",Pending
29-04-2024,29-04-2024,7713,27713,"VAN HEUSEN",,.00,.00,13600.00,-13600.00,-13600.00,,"Not Matched",Pending
29-04-2024,29-04-2024,7704,27704,"VAN HEUSEN",,.00,.00,10800.00,-10800.00,-10800.00,,"Not Matched",Pending
29-04-2024,29-04-2024,7704,27704,"VAN HEUSEN",,.00,.00,3350.00,-3350.00,-3350.00,,"Not Matched",Pending
29-04-2024,29-04-2024,7699,87699,"VAN HEUSEN VALUE STORE",,.00,.00,10000.00,-10000.00,-10000.00,,"Not Matched",Pending
29-04-2024,29-04-2024,7701,87701,"VAN HEUSEN VALUE STORE",,.00,.00,2000.00,-2000.00,-2000.00,,"Not Matched",Pending
29-04-2024,29-04-2024,7701,87701,"VAN HEUSEN VALUE STORE",,.00,.00,15100.00,-15100.00,-15100.00,,"Not Matched",Pending
29-04-2024,29-04-2024,7698,87698,"LOUIS PHILIPPE VALUE STORE",,.00,.00,7600.00,-7600.00,-7600.00,,"Not Matched",Pending
29-04-2024,29-04-2024,7698,87698,"LOUIS PHILIPPE VALUE STORE",,.00,.00,40320.00,-40320.00,-40320.00,,"Not Matched",Pending
29-04-2024,29-04-2024,7695,67695,"PE BLUE",,.00,.00,9240.00,-9240.00,-9240.00,,"Not Matched",Pending
29-04-2024,29-04-2024,7684,37684,"AS PRIME",,.00,.00,9730.00,-9730.00,-9730.00,,"Not Matched",Pending
29-04-2024,29-04-2024,7643,37643,"AS PRIME",,.00,.00,2800.00,-2800.00,-2800.00,,"Not Matched",Pending
29-04-2024,29-04-2024,7633,67633,"PE BLUE",,.00,.00,2000.00,-2000.00,-2000.00,,"Not Matched",Pending
29-04-2024,29-04-2024,7633,67633,"PE BLUE",,.00,.00,9150.00,-9150.00,-9150.00,,"Not Matched",Pending
29-04-2024,29-04-2024,7633,67633,"PE BLUE",,.00,.00,4100.00,-4100.00,-4100.00,,"Not Matched",Pending
29-04-2024,29-04-2024,7634,27634,"VH GOLD",,.00,.00,22532.00,-22532.00,-22532.00,,"Not Matched",Pending
29-04-2024,29-04-2024,7628,37628,"ALLEN SOLLY",,.00,.00,5850.00,-5850.00,-5850.00,,"Not Matched",Pending
29-04-2024,29-04-2024,7629,17629,"LOUIS PHILIPPE",,.00,.00,30000.00,-30000.00,-30000.00,,"Not Matched",Pending
29-04-2024,29-04-2024,7675,17675,"LOUIS PHILIPPE",,.00,.00,16700.00,-16700.00,-16700.00,,"Not Matched",Pending
29-04-2024,29-04-2024,7675,17675,"LOUIS PHILIPPE",1767500424,23802.00,10600.00,10600.00,13202.00,13202.00,,"Not Matched",Pending
29-04-2024,29-04-2024,7670,37670,"ALLEN SOLLY",,.00,.00,9270.00,-9270.00,-9270.00,,"Not Matched",Pending
29-04-2024,29-04-2024,7673,27673,"VAN HEUSEN",,.00,.00,1150.00,-1150.00,-1150.00,,"Not Matched",Pending
29-04-2024,29-04-2024,7677,37677,"ALLEN SOLLY",,.00,.00,29420.00,-29420.00,-29420.00,,"Not Matched",Pending
29-04-2024,29-04-2024,7647,17647,"LP ALL STAR",,.00,.00,6500.00,-6500.00,-6500.00,,"Not Matched",Pending
29-04-2024,29-04-2024,7645,17645,"LOUIS PHILIPPE",,.00,.00,1500.00,-1500.00,-1500.00,,"Not Matched",Pending
29-04-2024,29-04-2024,7668,37668,"AS PRIME",,.00,.00,23280.00,-23280.00,-23280.00,,"Not Matched",Pending
29-04-2024,29-04-2024,7669,17669,"LP ALL STAR",,.00,.00,17340.00,-17340.00,-17340.00,,"Not Matched",Pending
29-04-2024,29-04-2024,7865,27865,"VH GOLD",2786500183,2279.00,28500.00,28500.00,-26221.00,-26221.00,,"Not Matched",Pending
29-04-2024,29-04-2024,7862,17862,"LP ALL STAR",,.00,.00,7100.00,-7100.00,-7100.00,,"Not Matched",Pending
29-04-2024,29-04-2024,7875,67875,"PE BLUE",,.00,.00,2500.00,-2500.00,-2500.00,,"Not Matched",Pending
29-04-2024,29-04-2024,7879,17879,"LP ALL STAR",,.00,.00,27150.00,-27150.00,-27150.00,,"Not Matched",Pending
29-04-2024,29-04-2024,7878,37878,"AS PRIME",,.00,.00,64650.00,-64650.00,-64650.00,,"Not Matched",Pending
29-04-2024,29-04-2024,7856,77856,REEBOK,,.00,.00,16100.00,-16100.00,-16100.00,,"Not Matched",Pending
29-04-2024,29-04-2024,7857,17857,"LOUIS PHILIPPE",,.00,.00,125600.00,-125600.00,-125600.00,,"Not Matched",Pending
29-04-2024,29-04-2024,7858,37858,"AS PRIME",,.00,.00,3540.00,-3540.00,-3540.00,,"Not Matched",Pending
29-04-2024,29-04-2024,7849,17849,"LP ALL STAR",,.00,.00,14230.00,-14230.00,-14230.00,,"Not Matched",Pending
29-04-2024,29-04-2024,7853,37853,"AS PRIME",,.00,.00,7480.00,-7480.00,-7480.00,,"Not Matched",Pending
29-04-2024,29-04-2024,7817,27817,"VAN HEUSEN",,.00,.00,62100.00,-62100.00,-62100.00,,"Not Matched",Pending
29-04-2024,29-04-2024,7818,17818,"LP ALL STAR",,.00,.00,13900.00,-13900.00,-13900.00,,"Not Matched",Pending
29-04-2024,29-04-2024,7818,17818,"LP ALL STAR",,.00,.00,11050.00,-11050.00,-11050.00,,"Not Matched",Pending
29-04-2024,29-04-2024,7820,17820,"LP ALL STAR",,.00,.00,33210.00,-33210.00,-33210.00,,"Not Matched",Pending
29-04-2024,29-04-2024,7822,37822,"AS PRIME",,.00,.00,9750.00,-9750.00,-9750.00,,"Not Matched",Pending
29-04-2024,29-04-2024,7776,27776,"VAN HEUSEN",,.00,.00,64470.00,-64470.00,-64470.00,,"Not Matched",Pending
29-04-2024,29-04-2024,7805,87805,"PEM VALUE STORE",,.00,.00,19950.00,-19950.00,-19950.00,,"Not Matched",Pending
29-04-2024,29-04-2024,7813,37813,"AS PRIME",,.00,.00,4700.00,-4700.00,-4700.00,,"Not Matched",Pending
29-04-2024,29-04-2024,7814,77814,REEBOK,,.00,.00,3250.00,-3250.00,-3250.00,,"Not Matched",Pending
29-04-2024,29-04-2024,7804,87804,"ALLEN SOLLY VALUE STORE",,.00,.00,8850.00,-8850.00,-8850.00,,"Not Matched",Pending
29-04-2024,29-04-2024,7804,87804,"ALLEN SOLLY VALUE STORE",,.00,.00,10700.00,-10700.00,-10700.00,,"Not Matched",Pending
29-04-2024,29-04-2024,7825,37825,"ALLEN SOLLY",,.00,.00,70050.00,-70050.00,-70050.00,,"Not Matched",Pending
29-04-2024,29-04-2024,7841,27841,"VAN HEUSEN",,.00,.00,144000.00,-144000.00,-144000.00,,"Not Matched",Pending
29-04-2024,29-04-2024,7836,37836,"ALLEN SOLLY",,.00,.00,5600.00,-5600.00,-5600.00,,"Not Matched",Pending
29-04-2024,29-04-2024,7827,17827,"LP ALL STAR",,.00,.00,31500.00,-31500.00,-31500.00,,"Not Matched",Pending
29-04-2024,29-04-2024,7824,37824,"ALLEN SOLLY",,.00,.00,13770.00,-13770.00,-13770.00,,"Not Matched",Pending
29-04-2024,29-04-2024,7829,67829,"PE RED",,.00,.00,10200.00,-10200.00,-10200.00,,"Not Matched",Pending
29-04-2024,29-04-2024,7750,27750,"VAN HEUSEN",,.00,.00,22570.00,-22570.00,-22570.00,,"Not Matched",Pending
29-04-2024,29-04-2024,7750,27750,"VAN HEUSEN",,.00,.00,33560.00,-33560.00,-33560.00,,"Not Matched",Pending
29-04-2024,29-04-2024,7753,77753,REEBOK,,.00,.00,77070.00,-77070.00,-77070.00,,"Not Matched",Pending
29-04-2024,29-04-2024,7752,17752,"LP ALL STAR",,.00,.00,1800.00,-1800.00,-1800.00,,"Not Matched",Pending
29-04-2024,29-04-2024,7760,67760,"PE RED",,.00,.00,8200.00,-8200.00,-8200.00,,"Not Matched",Pending
29-04-2024,29-04-2024,7760,67760,"PE RED",,.00,.00,21400.00,-21400.00,-21400.00,,"Not Matched",Pending
29-04-2024,29-04-2024,7760,67760,"PE RED",,.00,.00,29480.00,-29480.00,-29480.00,,"Not Matched",Pending
29-04-2024,29-04-2024,7760,67760,"PE RED",,.00,.00,4720.00,-4720.00,-4720.00,,"Not Matched",Pending
29-04-2024,29-04-2024,7760,67760,"PE RED",,.00,.00,10400.00,-10400.00,-10400.00,,"Not Matched",Pending
29-04-2024,29-04-2024,7729,27729,"VH GOLD",2772900401,168.00,44710.00,44710.00,-44542.00,-44542.00,,"Not Matched",Pending
29-04-2024,29-04-2024,7731,17731,"LOUIS PHILIPPE",,.00,.00,33100.00,-33100.00,-33100.00,,"Not Matched",Pending
29-04-2024,29-04-2024,7728,37728,"AS PRIME",,.00,.00,16050.00,-16050.00,-16050.00,,"Not Matched",Pending
29-04-2024,29-04-2024,7722,77722,REEBOK,,.00,.00,25000.00,-25000.00,-25000.00,,"Not Matched",Pending
29-04-2024,29-04-2024,7732,17732,"LOUIS PHILIPPE",,.00,.00,51880.00,-51880.00,-51880.00,,"Not Matched",Pending
29-04-2024,29-04-2024,7733,17733,"LOUIS PHILIPPE",,.00,.00,3500.00,-3500.00,-3500.00,,"Not Matched",Pending
29-04-2024,29-04-2024,7739,17739,"LP ALL STAR",,.00,.00,13800.00,-13800.00,-13800.00,,"Not Matched",Pending
29-04-2024,29-04-2024,7742,17742,"LP ALL STAR",,.00,.00,8240.00,-8240.00,-8240.00,,"Not Matched",Pending
29-04-2024,29-04-2024,7742,17742,"LP ALL STAR",,.00,.00,2900.00,-2900.00,-2900.00,,"Not Matched",Pending
29-04-2024,29-04-2024,7764,,"VH GOLD",,.00,.00,9770.00,-9770.00,-9770.00,,"Not Matched",Pending
29-04-2024,29-04-2024,7764,,"VH GOLD",,.00,.00,22500.00,-22500.00,-22500.00,,"Not Matched",Pending
29-04-2024,29-04-2024,7764,,"VH GOLD",,.00,.00,8120.00,-8120.00,-8120.00,,"Not Matched",Pending
29-04-2024,29-04-2024,7767,17767,"LOUIS PHILIPPE",,.00,.00,67500.00,-67500.00,-67500.00,,"Not Matched",Pending
29-04-2024,29-04-2024,7763,67763,"PE RED",,.00,.00,22050.00,-22050.00,-22050.00,,"Not Matched",Pending
29-04-2024,29-04-2024,7775,17775,"LOUIS PHILIPPE",,.00,.00,19280.00,-19280.00,-19280.00,,"Not Matched",Pending
29-04-2024,29-04-2024,7777,27777,"VH GOLD",,.00,.00,28450.00,-28450.00,-28450.00,,"Not Matched",Pending
29-04-2024,29-04-2024,7797,37797,"ALLEN SOLLY",,.00,.00,17100.00,-17100.00,-17100.00,,"Not Matched",Pending
29-04-2024,29-04-2024,7786,37786,"ALLEN SOLLY",,.00,.00,5600.00,-5600.00,-5600.00,,"Not Matched",Pending
29-04-2024,29-04-2024,7788,17788,"LOUIS PHILIPPE",,.00,.00,26490.00,-26490.00,-26490.00,,"Not Matched",Pending
29-04-2024,29-04-2024,7788,17788,"LOUIS PHILIPPE",,.00,.00,2160.00,-2160.00,-2160.00,,"Not Matched",Pending
29-04-2024,29-04-2024,7780,27780,"VAN HEUSEN",,.00,.00,1500.00,-1500.00,-1500.00,,"Not Matched",Pending
29-04-2024,29-04-2024,7811,17811,"LP ALL STAR",1781100388,8775.00,24200.00,24200.00,-15425.00,-15425.00,,"Not Matched",Pending
29-04-2024,29-04-2024,7802,67802,"PE BLUE",,.00,.00,27600.00,-27600.00,-27600.00,,"Not Matched",Pending
29-04-2024,29-04-2024,7801,67801,"PE BLUE",,.00,.00,12000.00,-12000.00,-12000.00,,"Not Matched",Pending
29-04-2024,29-04-2024,7984,87984,"PEM VALUE STORE",,.00,.00,39980.00,-39980.00,-39980.00,,"Not Matched",Pending
29-04-2024,29-04-2024,7982,17982,"LOUIS PHILIPPE",,.00,.00,25550.00,-25550.00,-25550.00,,"Not Matched",Pending
29-04-2024,29-04-2024,7982,17982,"LOUIS PHILIPPE",,.00,.00,136130.00,-136130.00,-136130.00,,"Not Matched",Pending
29-04-2024,29-04-2024,7983,37983,"ALLEN SOLLY",,.00,.00,28600.00,-28600.00,-28600.00,,"Not Matched",Pending
29-04-2024,29-04-2024,7983,37983,"ALLEN SOLLY",,.00,.00,60700.00,-60700.00,-60700.00,,"Not Matched",Pending
29-04-2024,29-04-2024,7978,27978,"VAN HEUSEN",,.00,.00,1050.00,-1050.00,-1050.00,,"Not Matched",Pending
29-04-2024,29-04-2024,7976,27976,"VAN HEUSEN",,.00,.00,20250.00,-20250.00,-20250.00,,"Not Matched",Pending
29-04-2024,29-04-2024,7977,37977,"ALLEN SOLLY",,.00,.00,1300.00,-1300.00,-1300.00,,"Not Matched",Pending
29-04-2024,29-04-2024,7949,27949,"VAN HEUSEN",,.00,.00,35890.00,-35890.00,-35890.00,,"Not Matched",Pending
29-04-2024,29-04-2024,7959,17959,"LP ALL STAR",,.00,.00,22630.00,-22630.00,-22630.00,,"Not Matched",Pending
29-04-2024,29-04-2024,7960,17960,"LOUIS PHILIPPE",,.00,.00,28800.00,-28800.00,-28800.00,,"Not Matched",Pending
29-04-2024,29-04-2024,7957,77957,REEBOK,,.00,.00,26550.00,-26550.00,-26550.00,,"Not Matched",Pending
29-04-2024,29-04-2024,7967,87967,"PEM VALUE STORE",,.00,.00,4740.00,-4740.00,-4740.00,,"Not Matched",Pending
29-04-2024,29-04-2024,7967,87967,"PEM VALUE STORE",,.00,.00,39817.00,-39817.00,-39817.00,,"Not Matched",Pending
29-04-2024,29-04-2024,7964,77964,REEBOK,,.00,.00,43660.00,-43660.00,-43660.00,,"Not Matched",Pending
29-04-2024,29-04-2024,7964,77964,REEBOK,,.00,.00,27000.00,-27000.00,-27000.00,,"Not Matched",Pending
29-04-2024,29-04-2024,7965,77965,REEBOK,,.00,.00,4900.00,-4900.00,-4900.00,,"Not Matched",Pending
29-04-2024,29-04-2024,7961,67961,"PE BLUE",,.00,.00,1600.00,-1600.00,-1600.00,,"Not Matched",Pending
29-04-2024,29-04-2024,7961,67961,"PE BLUE",,.00,.00,11850.00,-11850.00,-11850.00,,"Not Matched",Pending
29-04-2024,29-04-2024,7963,77963,REEBOK,,.00,.00,9060.00,-9060.00,-9060.00,,"Not Matched",Pending
29-04-2024,29-04-2024,8075,28075,"VAN HEUSEN",,.00,.00,2760.00,-2760.00,-2760.00,,"Not Matched",Pending
29-04-2024,29-04-2024,8075,28075,"VAN HEUSEN",,.00,.00,23750.00,-23750.00,-23750.00,,"Not Matched",Pending
29-04-2024,29-04-2024,7998,87998,"PEM VALUE STORE",,.00,.00,49630.00,-49630.00,-49630.00,,"Not Matched",Pending
29-04-2024,29-04-2024,8061,28061,"VAN HEUSEN",,.00,.00,2400.00,-2400.00,-2400.00,,"Not Matched",Pending
29-04-2024,29-04-2024,8061,28061,"VAN HEUSEN",,.00,.00,11960.00,-11960.00,-11960.00,,"Not Matched",Pending
29-04-2024,29-04-2024,8088,28088,"VAN HEUSEN",,.00,.00,26200.00,-26200.00,-26200.00,,"Not Matched",Pending
29-04-2024,29-04-2024,8087,28087,"VAN HEUSEN",,.00,.00,3000.00,-3000.00,-3000.00,,"Not Matched",Pending
29-04-2024,30-04-2024,8089,28089,"VAN HEUSEN",2808900734,38145.00,64410.00,64410.00,-26265.00,-26265.00,,"Not Matched",Pending
29-04-2024,29-04-2024,7997,77997,REEBOK,7799700240,13274.00,25500.00,25500.00,-12226.00,-12226.00,,"Not Matched",Pending
29-04-2024,29-04-2024,7996,17996,"LOUIS PHILIPPE",,.00,.00,11430.00,-11430.00,-11430.00,,"Not Matched",Pending
29-04-2024,29-04-2024,7993,87993,"VAN HEUSEN VALUE STORE",8799300221,2599.00,135200.00,135200.00,-132601.00,-132601.00,,"Not Matched",Pending
29-04-2024,29-04-2024,7988,87988,"LOUIS PHILIPPE VALUE STORE",,.00,.00,47700.00,-47700.00,-47700.00,,"Not Matched",Pending
29-04-2024,29-04-2024,7985,87985,"VAN HEUSEN VALUE STORE",,.00,.00,27560.00,-27560.00,-27560.00,,"Not Matched",Pending
29-04-2024,29-04-2024,7880,67880,"PE RED",,.00,.00,3900.00,-3900.00,-3900.00,,"Not Matched",Pending
29-04-2024,29-04-2024,7881,17881,"LOUIS PHILIPPE",,.00,.00,4950.00,-4950.00,-4950.00,,"Not Matched",Pending
29-04-2024,29-04-2024,7893,27893,"VH GOLD",,.00,.00,26520.00,-26520.00,-26520.00,,"Not Matched",Pending
29-04-2024,29-04-2024,7885,67885,"PE BLUE",,.00,.00,15130.00,-15130.00,-15130.00,,"Not Matched",Pending
29-04-2024,29-04-2024,7903,67903,"PE BLUE",,.00,.00,51400.00,-51400.00,-51400.00,,"Not Matched",Pending
29-04-2024,29-04-2024,7898,67898,"PE BLUE",,.00,.00,3300.00,-3300.00,-3300.00,,"Not Matched",Pending
29-04-2024,29-04-2024,7902,67902,"PE BLUE",,.00,.00,11900.00,-11900.00,-11900.00,,"Not Matched",Pending
29-04-2024,29-04-2024,7914,87914,"PEM VALUE STORE",,.00,.00,69800.00,-69800.00,-69800.00,,"Not Matched",Pending
29-04-2024,29-04-2024,7913,67913,"PE RED",,.00,.00,7600.00,-7600.00,-7600.00,,"Not Matched",Pending
29-04-2024,29-04-2024,7912,67912,"PE BLUE",,.00,.00,25100.00,-25100.00,-25100.00,,"Not Matched",Pending
29-04-2024,29-04-2024,7919,37919,"ALLEN SOLLY",,.00,.00,3100.00,-3100.00,-3100.00,,"Not Matched",Pending
29-04-2024,29-04-2024,7922,27922,"VAN HEUSEN",,.00,.00,1150.00,-1150.00,-1150.00,,"Not Matched",Pending
29-04-2024,29-04-2024,7922,27922,"VAN HEUSEN",,.00,.00,690.00,-690.00,-690.00,,"Not Matched",Pending
29-04-2024,29-04-2024,7917,37917,"ALLEN SOLLY",,.00,.00,21200.00,-21200.00,-21200.00,,"Not Matched",Pending
29-04-2024,29-04-2024,7918,17918,"LOUIS PHILIPPE",,.00,.00,38200.00,-38200.00,-38200.00,,"Not Matched",Pending
29-04-2024,29-04-2024,7918,17918,"LOUIS PHILIPPE",,.00,.00,66900.00,-66900.00,-66900.00,,"Not Matched",Pending
29-04-2024,29-04-2024,7925,17925,"LOUIS PHILIPPE",,.00,.00,3500.00,-3500.00,-3500.00,,"Not Matched",Pending
29-04-2024,29-04-2024,7932,27932,"VAN HEUSEN",,.00,.00,9600.00,-9600.00,-9600.00,,"Not Matched",Pending
29-04-2024,29-04-2024,7932,27932,"VAN HEUSEN",,.00,.00,35790.00,-35790.00,-35790.00,,"Not Matched",Pending
29-04-2024,29-04-2024,7931,27931,"VAN HEUSEN",,.00,.00,2350.00,-2350.00,-2350.00,,"Not Matched",Pending
29-04-2024,29-04-2024,7928,37928,"ALLEN SOLLY",,.00,.00,27270.00,-27270.00,-27270.00,,"Not Matched",Pending
29-04-2024,29-04-2024,7926,17926,"LOUIS PHILIPPE",,.00,.00,23790.00,-23790.00,-23790.00,,"Not Matched",Pending
29-04-2024,29-04-2024,7941,17941,"LOUIS PHILIPPE",,.00,.00,2700.00,-2700.00,-2700.00,,"Not Matched",Pending
29-04-2024,29-04-2024,7941,17941,"LOUIS PHILIPPE",,.00,.00,28770.00,-28770.00,-28770.00,,"Not Matched",Pending
29-04-2024,29-04-2024,7936,37936,"AS PRIME",,.00,.00,21270.00,-21270.00,-21270.00,,"Not Matched",Pending
29-04-2024,29-04-2024,7933,27933,"VAN HEUSEN",,.00,.00,2700.00,-2700.00,-2700.00,,"Not Matched",Pending
29-04-2024,29-04-2024,7948,27948,"VH GOLD",,.00,.00,13130.00,-13130.00,-13130.00,,"Not Matched",Pending
29-04-2024,29-04-2024,7951,17951,"LOUIS PHILIPPE",,.00,.00,41660.00,-41660.00,-41660.00,,"Not Matched",Pending
29-04-2024,29-04-2024,7938,77938,REEBOK,,.00,.00,44400.00,-44400.00,-44400.00,,"Not Matched",Pending
29-04-2024,29-04-2024,7945,17945,"LOUIS PHILIPPE",,.00,.00,14350.00,-14350.00,-14350.00,,"Not Matched",Pending
29-04-2024,29-04-2024,9457,69457,"PE BLUE",,.00,.00,7000.00,-7000.00,-7000.00,,"Not Matched",Pending
29-04-2024,29-04-2024,9460,39460,"ALLEN SOLLY",,.00,.00,13590.00,-13590.00,-13590.00,,"Not Matched",Pending
29-04-2024,29-04-2024,9454,69454,"PE BLUE",,.00,.00,13060.00,-13060.00,-13060.00,,"Not Matched",Pending
29-04-2024,29-04-2024,9452,69452,"PE BLUE",,.00,.00,14820.00,-14820.00,-14820.00,,"Not Matched",Pending
29-04-2024,29-04-2024,9453,69453,"PE BLUE",,.00,.00,11620.00,-11620.00,-11620.00,,"Not Matched",Pending
29-04-2024,29-04-2024,9447,59447,"AMERICAN EAGLE",,.00,.00,52960.00,-52960.00,-52960.00,,"Not Matched",Pending
29-04-2024,29-04-2024,9448,69448,"PE BLUE",,.00,.00,20000.00,-20000.00,-20000.00,,"Not Matched",Pending
29-04-2024,29-04-2024,9439,19439,"LOUIS PHILIPPE",,.00,.00,9550.00,-9550.00,-9550.00,,"Not Matched",Pending
29-04-2024,29-04-2024,9441,19441,"LOUIS PHILIPPE",,.00,.00,23040.00,-23040.00,-23040.00,,"Not Matched",Pending
29-04-2024,29-04-2024,9443,19443,"LOUIS PHILIPPE",,.00,.00,550.00,-550.00,-550.00,,"Not Matched",Pending
29-04-2024,29-04-2024,9415,19415,"LOUIS PHILIPPE",,.00,.00,68100.00,-68100.00,-68100.00,,"Not Matched",Pending
29-04-2024,29-04-2024,9426,39426,"ALLEN SOLLY",,.00,.00,8000.00,-8000.00,-8000.00,,"Not Matched",Pending
29-04-2024,29-04-2024,9437,19437,"LOUIS PHILIPPE",,.00,.00,38800.00,-38800.00,-38800.00,,"Not Matched",Pending
29-04-2024,29-04-2024,9435,69435,"PE BLUE",,.00,.00,3800.00,-3800.00,-3800.00,,"Not Matched",Pending
29-04-2024,29-04-2024,9403,49403,"PLANET FASHION",,.00,.00,1000.00,-1000.00,-1000.00,,"Not Matched",Pending
29-04-2024,29-04-2024,9403,49403,"PLANET FASHION",,.00,.00,6650.00,-6650.00,-6650.00,,"Not Matched",Pending
29-04-2024,29-04-2024,9403,49403,"PLANET FASHION",4940300426,25364.00,28220.00,28220.00,-2856.00,-2856.00,,"Not Matched",Pending
29-04-2024,29-04-2024,9226,59226,"AMERICAN EAGLE",,.00,.00,49000.00,-49000.00,-49000.00,,"Not Matched",Pending
29-04-2024,29-04-2024,9219,59219,"AMERICAN EAGLE",,.00,.00,11500.00,-11500.00,-11500.00,,"Not Matched",Pending
29-04-2024,29-04-2024,9219,59219,"AMERICAN EAGLE",,.00,.00,48220.00,-48220.00,-48220.00,,"Not Matched",Pending
29-04-2024,29-04-2024,9218,59218,"AMERICAN EAGLE",,.00,.00,11550.00,-11550.00,-11550.00,,"Not Matched",Pending
29-04-2024,29-04-2024,9401,29401,"VAN HEUSEN",,.00,.00,4940.00,-4940.00,-4940.00,,"Not Matched",Pending
29-04-2024,29-04-2024,9401,29401,"VAN HEUSEN",,.00,.00,5050.00,-5050.00,-5050.00,,"Not Matched",Pending
29-04-2024,29-04-2024,9421,59421,"AMERICAN EAGLE",,.00,.00,93170.00,-93170.00,-93170.00,,"Not Matched",Pending
29-04-2024,29-04-2024,9420,49420,"PLANET FASHION",,.00,.00,11000.00,-11000.00,-11000.00,,"Not Matched",Pending
29-04-2024,29-04-2024,9424,19424,"LOUIS PHILIPPE",,.00,.00,46010.00,-46010.00,-46010.00,,"Not Matched",Pending
29-04-2024,29-04-2024,9423,49423,"PLANET FASHION",,.00,.00,10550.00,-10550.00,-10550.00,,"Not Matched",Pending
